Chunk ID,Cluster,Confidence,Preview
chunk_103500,4,0.983383173841349,. Earlier the HTML  element did its own 
chunk_103950,0,0.9999545356151979,your source code against the author ’s s
chunk_104400,0,0.999306758012111,Question: How do you create a controlled
chunk_104850,3,0.748588494627342,hange handler to update the correspondin
chunk_105300,0,0.9999626363842539, from parent to child down the component
chunk_105750,0,0.999655241233411,anced props techniques that will make yo
chunk_106200,0,0.9793421483288421,cessing an object’ s properties with mod
chunk_106650,0,0.7911909867830367,ten a more straightforward and elegant a
chunk_107100,4,0.9620761838676374,he destructuring of the props object wit
chunk_107550,4,0.7281359179401998, be used conveniently in the component. 
chunk_108000,4,0.6071235397787089,y destructuring the props  object righta
chunk_108450,4,0.8972790774554991,ormation that is contained in the props 
chunk_108900,4,0.9996310672126243, = ({ item }) => (   <li>     <span>    
chunk_109350,0,0.9997440203428037,the code and the overall development exp
chunk_109800,0,0.9702536713662467,"ignature, it isn’t directly used in the "
chunk_110250,0,0.9985909545235,"e : 'Robin',   pet: {     name: 'Trixi',"
chunk_110700,4,0.9809247393705042, to gather all the needed information of
chunk_111150,0,0.9999386109756143,pan>     <span>{author}</span>     <span
chunk_111600,3,0.5647144901937442, of clutter through indentations in the 
chunk_112050,4,0.9999995734467916,property of the item  object: src/App.js
chunk_112500,4,0.9990080366381268,span>       <a href={url}>{title}</a>   
chunk_112950,0,0.9983451366422996,"tName : 'Robin',   lastName : 'Wieruch' "
chunk_113400,4,0.969649026798414,in React’ s JSX. Instead of passing each
chunk_113850,4,0.9999102771940832,"e, url, author, num_comments, points }) "
chunk_114300,3,0.9960162250362616,n object destructuring: Code Playground 
chunk_114750,3,0.999659566626382, mistaken with the spread operator . Whe
chunk_115200,4,0.9999976723949063, as attribute/value pairs into the Item 
chunk_115650,4,0.9586674602142617,an>     <span>{points}</span>   </li> );
chunk_116100,0,0.999578077503156,"ot only for the props  object, but also "
chunk_116550,4,0.6036712462238445," rest operators, which shouldn’ t be con"
chunk_117000,4,0.9999848614455898,> ); const Item = ({ item }) => (   <li>
chunk_117450,0,0.9996827565229405,ch are not familiar to everyone. After a
chunk_117900,0,0.9994731501908389,gh the component to the next child compo
chunk_118350,0,0.9999233456313468,erties from your props object. Use neste
chunk_118800,0,0.9999777955557856,rator  and rest operator . Get a good se
chunk_119250,0,0.99747475406739,’ s parameters? Answer: You can destruct
chunk_119700,0,0.9997239568116794,"ps based on your component’ s needs, lea"
chunk_120150,0,0.9974088452908242,mponent {…props} newProp={value} />. Que
chunk_120600,0,0.9992464067011857,estion: Why is array destructuring used 
chunk_121050,0,0.9953241697448603,Prop drilling is the process of passing 
chunk_121500,4,0.9793817322305357,"s, or with built-in JavaScript functions"
chunk_121950,4,0.9999906586048335,"er the most recent search, so that the a"
chunk_122400,4,0.9997441755707696,andleSearch = (event) => {     setSearch
chunk_122850,0,0.994529767690418,| 'React'   );   ... ); Good to know: Ja
chunk_123300,4,0.8204193374455141,localStorage .getItem('search' )   : 'Re
chunk_123750,3,0.9547964360813509,"omplete, but there is one flaw that may "
chunk_124200,4,0.9999709190531839,zed place and not in a specific handler 
chunk_124650,4,0.8589149474201798,.value);   };   ... ); React’ s useEf fe
chunk_125100,0,0.9989590630636535,"to the HTML  input field). In addition, "
chunk_125550,4,0.9999745452304714,"t time. After all, the hook lets us opt "
chunk_126000,3,0.9158976955223282,erm  state is updated via setSearchTerm 
chunk_126450,4,0.9629822253131001,k’ s dependency array . Check the logs f
chunk_126900,0,0.9999251262816817,rch. That’ s because JavaScript’ s logic
chunk_127350,3,0.9981885694687903,mponents to perform side ef fects. Quest
chunk_127800,3,0.9893291386541366,([]) as the second argument. Question: C
chunk_128250,0,0.9925664004239101,he useEf fect with the cleanup logic. Qu
chunk_128700,4,0.99968851271551,? Answer: It allows you to handle asynch
chunk_129150,0,0.6556117722633396,"al hooks provided by React, our upcoming"
chunk_129600,4,0.9999975599563766,e our exploration by outlining how we in
chunk_130050,0,0.9890450138494078,"his custom hook, we can use it in a mann"
chunk_130500,4,0.9164025962814393,troduced local storage features are ther
chunk_130950,4,0.999883174155478, the useState  and useEffect  hooks whic
chunk_131400,0,0.8253723832312206,", [searchTerm]);   return [searchTerm, s"
chunk_131850,0,0.9733326014290047,"e generic, we have to adjust the interna"
chunk_132300,4,0.9992795337713092,state updater function anything domain-r
chunk_132750,4,0.9695055623624589,"mes that it could change, so it needs to"
chunk_133200,4,0.9964610811472563,"alue, key]);   return [value, setValue];"
chunk_133650,3,0.8586691491843659,en to use the same key more than once fo
chunk_134100,0,0.9981205359730276,vial implementation details that should 
chunk_134550,0,0.9992401388246972, all the source code changes from this s
chunk_135000,0,0.9999703244995318,React hooks to encapsulate and reuse log
chunk_135450,0,0.9999285135514484, their association with React hooks. Que
chunk_135900,0,0.9968193164088759,cess to the component’ s props. They usu
chunk_136350,0,0.9977844437517547,uestion: Can custom hooks have side ef f
chunk_136800,4,0.9068436147872271,mponents return JSX with one top-level H
chunk_137250,4,0.9850379896822294,earch}       onChange={onSearch}     /> 
chunk_137700,4,0.993984685493526,"search""     type=""text""     value={searc"
chunk_138150,4,0.9973771426309006,"For=""search"">Search: </label>     <input"
chunk_138600,4,0.9999982813664576,in their shorthand version: src/App.jsx 
chunk_139050,0,0.9990162813908718,"tisfy React, you can use fragments as he"
chunk_139500,0,0.9979852571359535, additional DOM element. Question: How d
chunk_139950,0,0.9924093453060271,required in every React component? Answe
chunk_140400,0,0.9656035595099306, be applied to the elements within the F
chunk_140850,3,0.9970318120958146,omposed of merely a label and an input. 
chunk_141300,3,0.9914665938593951,or /id combination is duplicated. This d
chunk_141750,4,0.9922584204213085,ue and callback handler to more generic 
chunk_142200,0,0.9978663788611185,{label}</label>     &nbsp;     <input   
chunk_142650,0,0.8767597261400141,"el = ({   id,   label,   value,   type ="
chunk_143100,3,0.8217482113737793,"onent is used without a type  prop, the "
chunk_143550,3,0.9999704554194639,f we do. It’s always a trade-of f betwee
chunk_144000,4,0.7658994160341726,de . Recap all the source code changes f
chunk_144450,0,0.7444167525846354,"with label=""Search:""  as prop to the Inp"
chunk_144900,0,0.999915930748193,ous parts of an application. Question: H
chunk_145350,0,0.9998650111333109,sable component can have internal state 
chunk_145800,0,0.6233389082897545,n there are components which have only a
chunk_146250,4,0.9991140611281081,there could be an opening and closing ta
chunk_146700,4,0.966517717798079, features. Essentially we’ll discover ho
chunk_147150,0,0.9960119887820521,op to render everything that has been re
chunk_147600,4,0.9986185927913586,verything that’ s passed between a compo
chunk_148050,0,0.9639361066489696,leSearch}       >         <strong>Search
chunk_148500,0,0.999388080849071, the author ’s source code . Recap all t
chunk_148950,0,0.9973725684808342,uestion: How can you access and render t
chunk_149400,0,0.9999406868667676,React components as “children” to anothe
chunk_149850,0,0.9978266160054369,act.Children.map or React.Children.forEa
chunk_150300,2,0.9398807978547707, other props are key-value pairs passed 
chunk_150750,0,0.9998524006051558,approach. Instead of manually manipulati
chunk_151200,0,0.9976977331055785," see, not how to create these elements. "
chunk_151650,3,0.6757870871201623,do something   };   return (     <button
chunk_152100,3,0.9681418362364426,g (here: setting) an input field’ s focu
chunk_152550,0,0.9776009921086243, can achieve the same outcome by setting
chunk_153000,0,0.9998614592141928,"s works, but only if one of the reusable"
chunk_153450,4,0.9621677269164004,       <h1>My Hacker Stories</h1>       
chunk_153900,0,0.9549013188298782," = ({   id,   value,   type = 'text',   "
chunk_154350,0,0.9973997243891614,tive approach (which is the recommended 
chunk_154800,0,0.9863886274820531,putRef.current) {       // D       input
chunk_155250,0,0.9994736557410074, useRef Hook . This ref object is a pers
chunk_155700,3,0.9262759521760178, on the element when the component rende
chunk_156150,3,0.9994809479767798,ible to use either the declarative or im
chunk_156600,3,0.9797623266919524,re your source code against the author ’
chunk_157050,0,0.9975743750592786,. Optional: Leave feedback for this sect
chunk_157500,0,0.996090729377021,ng. Question: Can useRef be used to hold
chunk_157950,3,0.998794478893188,"Answer: No, changing the value of a ref "
chunk_158400,0,0.7603313149554874,created with useRef. OceanofPDF .comInli
chunk_158850,3,0.9999983602252571,"ter dif ficulties, proceed to read this "
chunk_159300,4,0.9875853635235932, needs to become a stateful value (here:
chunk_159750,4,0.9961959417058751,m by its identifier . Now we want to che
chunk_160200,4,0.9643752164278138,"ist, make it stateful by using it as ini"
chunk_160650,4,0.9997427643335023,"ramov, Andrew Clark',     num_comments: "
chunk_161100,4,0.9998995714297186, are coming from has changed. But we are
chunk_161550,4,0.9999762343437577,<h1>My Hacker Stories</h1>      ...     
chunk_162000,4,0.9999929211136037, stories – where the desired item (story
chunk_162450,4,0.7441788499782983,"not use this new callback handler , but "
chunk_162900,4,0.9967817333908181,"ver , an additional button element is ne"
chunk_163350,4,0.999543386951391,oveItem}>           Dismiss         </bu
chunk_163800,0,0.9563144551563963,"re, we applied many lessons learned from"
chunk_164250,4,0.7365730740242,andler to pick up the item as argument f
chunk_164700,4,0.9999676270686884,i>     <span>       <a href={item.url}>{
chunk_165150,4,0.9967484582359685,d method returns a new function with the
chunk_165600,4,0.9906170784715079," <button type=""button"" onClick={() => on"
chunk_166050,4,0.9977809529531534,"Playground const Item = ({ item, onRemov"
chunk_166500,3,0.9999996059297794,"handlers need to use a block body , beca"
chunk_166950,0,0.9876466323153892," about how to add, update , remove  item"
chunk_167400,0,0.9998819874109627,t? Answer: Inline functions allow you to
chunk_167850,3,0.9832274381928079, like onClick={() => myFunction()} . Oce
chunk_168300,4,0.9958569978922132,reparing our application to deal with re
chunk_168750,4,0.9972342465820974,om a real remote API. We start of f with
chunk_169200,4,0.999981996911569,pty list of stories and simulate fetchin
chunk_169650,4,0.9999987620517732,"result.data.stories);    });   }, []);  "
chunk_170100,4,0.9989089953734027,lve) =>     resolve({ data: { stories: i
chunk_170550,4,0.998169149010594,hing gets rendered in the List component
chunk_171000,4,0.6230765462284883,data asynchronously from a promise. Howe
chunk_171450,4,0.9999874940921217,ses . Read more about faking a remote AP
chunk_171900,4,0.8194891897577192,"d before initiating data fetching, and c"
chunk_172350,4,0.9999724667780896,s are used to manage asynchronous operat
chunk_172800,4,0.9879325691530424,"act? Answer: Yes, after simulating async"
chunk_173250,4,0.9999304038941625,chronous data arrives? Answer: React’ s 
chunk_173700,3,0.9999990963766369,", our goal is to implement this feedback"
chunk_174150,0,0.9938098079449305,g indicator . Optional Hints: In order t
chunk_174600,0,0.800588786172507,lways happens if we have to render diffe
chunk_175050,3,0.9997072336490253,ts of things to cover for us as develope
chunk_175500,4,0.9994912866079736,"this, allowing us to set the state accor"
chunk_175950,0,0.99157586253293, . What’ s missing is showing the user t
chunk_176400,0,0.9922458351628605,ing indicator or the List component. Usi
chunk_176850,4,0.9980358398442878,searchedStories}           onRemoveItem=
chunk_177300,4,0.9999870153440779,her state for error handling and handle 
chunk_177750,0,0.4828946710545232,     setIsLoading(false);       })      
chunk_178200,0,0.9915294376606837,&& <p>Something went wrong ...</p>}     
chunk_178650,0,0.9561819298153771,it and skips the expression. Using expre
chunk_179100,0,0.8313217392353022,ditionally render JSX. It’ s yet another
chunk_179550,4,0.8750836543296461,: Leave feedback for this section . Inte
chunk_180000,0,0.9826402221339544,fore we do not need a conditional render
chunk_180450,0,0.9971211302350119,ate value. Question: Can you use useStat
chunk_180900,4,0.9797179892056262,ed. Question: How do you handle loading 
chunk_181350,4,0.9888133574698197,eanofPDF .comReact Advanced State All st
chunk_181800,4,0.9998977804421807,de about reducers in JavaScript . In thi
chunk_182250,4,0.9999999896393064,"a , isLoading , error ) managed by a red"
chunk_182700,4,0.9999941540972005,".. ); const storiesReducer = (state, act"
chunk_183150,4,0.9999463296395913,isn’ t covered.The storiesReducer  funct
chunk_183600,4,0.9996539270997699,e  and the second item is the state upda
chunk_184050,4,0.9999960898291242,e updater function sets the state implic
chunk_184500,4,0.9999998962051447,"sError(true));   }, []);   const handleR"
chunk_184950,3,0.998367146957977, version by handling more than one state
chunk_185400,4,0.9999994452412839,cer what to do . Everything else is hidd
chunk_185850,4,0.9947213549879819,ion givesall the necessary information (
chunk_186300,4,0.9865880927399732,rror();   } }; All these if-else stateme
chunk_186750,4,0.9955346517689524,te.filter(         (story) => action.pay
chunk_187200,4,0.9999998266427078, can set a list of stories as state for 
chunk_187650,4,0.9997642211939513,inst the author ’s source code . Recap a
chunk_188100,0,0.9985706269838046,section . Interview Questions: Question:
chunk_188550,3,0.9338988079071951,is the basic structure of the useReducer
chunk_189000,4,0.9889876201370729,ing useReducer? Answer: State is updated
chunk_189450,4,0.995550022954863, disconnect between the single states in
chunk_189900,0,0.9547174634550087,te  hooks in one React component. Be war
chunk_190350,3,0.9999994414251173,); The impossible state happens when an 
chunk_190800,4,0.9972478900270089,d try yourself to fix this bug. Fortunat
chunk_191250,4,0.9999699412354737,"or, setIsError ] = React.useState (false"
